NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE
GSE37532_VISCERAL_ADIPOSE_TISSUE_VS_LN_DERIVED_TREG_CD4_TCELL_UP	GSE37532_VISCERAL_ADIPOSE_TISSUE_VS_LN_DERIVED_TREG_CD4_TCELL_UP	Details ,,,	169	0,495732	16.618.742	0,00203666	0,27588552	0,105	13736	tags=59%, list=32%, signal=86%
GSE29618_PRE_VS_DAY7_FLU_VACCINE_BCELL_DN	GSE29618_PRE_VS_DAY7_FLU_VACCINE_BCELL_DN	Details ,,,	196	0,49610052	16.608.504	0	0,26206556	0,105	13646	tags=58%, list=32%, signal=85%
GSE41867_NAIVE_VS_DAY30_LCMV_ARMSTRONG_MEMORY_CD8_TCELL_DN	GSE41867_NAIVE_VS_DAY30_LCMV_ARMSTRONG_MEMORY_CD8_TCELL_DN	Details ,,,	199	0,49589628	16.568.842	0	0,26962164	0,113	10833	tags=51%, list=26%, signal=69%
GSE36392_TYPE_2_MYELOID_VS_NEUTROPHIL_IL25_TREATED_LUNG_UP	GSE36392_TYPE_2_MYELOID_VS_NEUTROPHIL_IL25_TREATED_LUNG_UP	Details ,,,	200	0,5086349	16.550.729	0,002040816	0,26142183	0,114	12874	tags=56%, list=30%, signal=80%
GSE35435_RESTING_VS_IL4_TREATED_MACROPHAGE_UP	GSE35435_RESTING_VS_IL4_TREATED_MACROPHAGE_UP		199	0,43672028	14.559.898	0,044176705	0,08248394	0,305	13461	tags=49%, list=32%, signal=72%
GSE19888_CTRL_VS_T_CELL_MEMBRANES_ACT_MAST_CELL_UP	GSE19888_CTRL_VS_T_CELL_MEMBRANES_ACT_MAST_CELL_UP		200	0,4253688	14.558.982	0,046277665	0,082504585	0,305	16503	tags=57%, list=39%, signal=92%
GSE5503_PLN_DC_VS_SPLEEN_DC_ACTIVATED_ALLOGENIC_TCELL_UP	GSE5503_PLN_DC_VS_SPLEEN_DC_ACTIVATED_ALLOGENIC_TCELL_UP		200	0,42927015	14.560.951	0,036885247	0,08256365	0,305	16007	tags=57%, list=38%, signal=91%
KRAS,DF,V1_UP	KRAS,DF,V1_UP		191	0,42617238	14.556.485	0,03526971	0,08261657	0,305	12072	tags=42%, list=28%, signal=59%
GSE15330_HSC_VS_LYMPHOID_PRIMED_MULTIPOTENT_PROGENITOR_IKAROS_KO_UP	GSE15330_HSC_VS_LYMPHOID_PRIMED_MULTIPOTENT_PROGENITOR_IKAROS_KO_UP		198	0,43313137	1.456.101	0,033126295	0,082618006	0,305	13565	tags=47%, list=32%, signal=70%
GSE21360_NAIVE_VS_QUATERNARY_MEMORY_CD8_TCELL_UP	GSE21360_NAIVE_VS_QUATERNARY_MEMORY_CD8_TCELL_UP		200	0,41200808	14.165.474	0,046025105	0,0826352	0,343	13337	tags=45%, list=31%, signal=65%
GSE34515_CD16_NEG_MONOCYTE_VS_DC_UP	GSE34515_CD16_NEG_MONOCYTE_VS_DC_UP		199	0,435176	14.561.254	0,03469388	0,08264767	0,305	13654	tags=48%, list=32%, signal=71%
GSE43863_NAIVE_VS_LY6C_INT_CXCR5POS_CD4_EFF_TCELL_D6_LCMV_UP	GSE43863_NAIVE_VS_LY6C_INT_CXCR5POS_CD4_EFF_TCELL_D6_LCMV_UP		197	0,40675503	14.155.575	0,041237112	0,082654245	0,344	15960	tags=52%, list=38%, signal=83%
GSE21033_CTRL_VS_POLYIC_STIM_DC_12H_UP	GSE21033_CTRL_VS_POLYIC_STIM_DC_12H_UP		160	0,42455974	14.562.178	0,0375	0,082665525	0,305	19089	tags=64%, list=45%, signal=117%
GSE20366_TREG_VS_NAIVE_CD4_TCELL_DEC205_CONVERSION_UP	GSE20366_TREG_VS_NAIVE_CD4_TCELL_DEC205_CONVERSION_UP		200	0,42333418	14.561.502	0,02834008	0,0826758	0,305	12266	tags=45%, list=29%, signal=63%
GSE41176_WT_VS_TAK1_KO_ANTI_IGM_STIM_BCELL_1H_DN	GSE41176_WT_VS_TAK1_KO_ANTI_IGM_STIM_BCELL_1H_DN		200	0,41056082	14.165.983	0,04631579	0,082702465	0,343	10111	tags=39%, list=24%, signal=51%
GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_12H_ACT_CD4_TCELL_DN	GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_12H_ACT_CD4_TCELL_DN		191	0,41313568	14.167.187	0,04140787	0,082718045	0,343	10818	tags=38%, list=26%, signal=51%
GSE46606_IRF4HIGH_VS_IRF4MID_CD40L_IL2_IL5_DAY1_STIMULATED_BCELL_DN	GSE46606_IRF4HIGH_VS_IRF4MID_CD40L_IL2_IL5_DAY1_STIMULATED_BCELL_DN		200	0,42742658	14.563.432	0,032786883	0,082733214	0,305	11106	tags=42%, list=26%, signal=57%
GSE37301_LYMPHOID_PRIMED_MPP_VS_GRAN_MONO_PROGENITOR_DN	GSE37301_LYMPHOID_PRIMED_MPP_VS_GRAN_MONO_PROGENITOR_DN		199	0,44715884	14.562.762	0,04742268	0,08273465	0,305	12651	tags=48%, list=30%, signal=68%
GSE22140_GERMFREE_VS_SPF_ARTHRITIC_MOUSE_CD4_TCELL_UP	GSE22140_GERMFREE_VS_SPF_ARTHRITIC_MOUSE_CD4_TCELL_UP		200	0,4115146	14.156.137	0,042944785	0,08276021	0,344	12402	tags=43%, list=29%, signal=61%
GSE17721_PAM3CSK4_VS_GADIQUIMOD_16H_BMDC_UP	GSE17721_PAM3CSK4_VS_GADIQUIMOD_16H_BMDC_UP		200	0,4130211	14.173.197	0,043032788	0,08278236	0,342	10087	tags=40%, list=24%, signal=52%
GSE9988_LOW_LPS_VS_CTRL_TREATED_MONOCYTE_UP	GSE9988_LOW_LPS_VS_CTRL_TREATED_MONOCYTE_UP		197	0,41409037	1.417.634	0,03773585	0,08278685	0,341	14867	tags=52%, list=35%, signal=79%
GSE2706_UNSTIM_VS_2H_LPS_DC_UP	GSE2706_UNSTIM_VS_2H_LPS_DC_UP		196	0,4181288	1.456.346	0,026530612	0,082790345	0,305	11421	tags=43%, list=27%, signal=59%
GSE17721_ALL_VS_24H_PAM3CSK4_BMDC_DN	GSE17721_ALL_VS_24H_PAM3CSK4_BMDC_DN		200	0,41039106	14.156.175	0,039583333	0,08279383	0,344	13219	tags=47%, list=31%, signal=67%
GSE2770_IL4_ACT_VS_ACT_CD4_TCELL_2H_UP	GSE2770_IL4_ACT_VS_ACT_CD4_TCELL_2H_UP		200	0,43349525	1.456.377	0,040983606	0,082814634	0,305	12277	tags=46%, list=29%, signal=64%
GSE557_WT_VS_I_AB_KO_DC_UP	GSE557_WT_VS_I_AB_KO_DC_UP		200	0,4284208	14.149.504	0,049281314	0,08282152	0,344	12617	tags=45%, list=30%, signal=64%
GSE27786_LIN_NEG_VS_BCELL_DN	GSE27786_LIN_NEG_VS_BCELL_DN		200	0,44416595	14.712.281	0,04312115	0,08283185	0,289	13928	tags=52%, list=33%, signal=77%
GSE5589_LPS_VS_LPS_AND_IL6_STIM_IL10_KO_MACROPHAGE_45MIN_UP	GSE5589_LPS_VS_LPS_AND_IL6_STIM_IL10_KO_MACROPHAGE_45MIN_UP		199	0,40863404	14.174.109	0,04897959	0,08283546	0,341	14567	tags=48%, list=34%, signal=72%
GSE17721_PAM3CSK4_VS_CPG_4H_BMDC_DN	GSE17721_PAM3CSK4_VS_CPG_4H_BMDC_DN		200	0,4131216	14.168.102	0,046413504	0,082836226	0,343	13644	tags=46%, list=32%, signal=68%
GSE42021_TREG_PLN_VS_CD24HI_TREG_THYMUS_UP	GSE42021_TREG_PLN_VS_CD24HI_TREG_THYMUS_UP		200	0,42584035	14.168.601	0,04752066	0,082839556	0,343	14400	tags=51%, list=34%, signal=77%
GSE25087_FETAL_VS_ADULT_TCONV_DN	GSE25087_FETAL_VS_ADULT_TCONV_DN		188	0,43587184	14.710.739	0,028688524	0,082846485	0,289	11579	tags=43%, list=27%, signal=59%
GSE25123_WT_VS_PPARG_KO_MACROPHAGE_IL4_STIM_UP	GSE25123_WT_VS_PPARG_KO_MACROPHAGE_IL4_STIM_UP		200	0,4373655	14.563.999	0,041666668	0,082849436	0,305	11301	tags=43%, list=27%, signal=58%
E2F1_UP,V1_DN	E2F1_UP,V1_DN		187	0,44791543	14.712.671	0,044354837	0,08286458	0,289	13555	tags=56%, list=32%, signal=81%
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_1H_UP	GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_1H_UP		182	0,41055527	1.416.003	0,03640257	0,08286728	0,344	13250	tags=46%, list=31%, signal=67%
GSE22025_UNTREATED_VS_PROGESTERONE_TREATED_CD4_TCELL_UP	GSE22025_UNTREATED_VS_PROGESTERONE_TREATED_CD4_TCELL_UP		198	0,4287932	14.564.332	0,028806584	0,082879424	0,305	12937	tags=48%, list=31%, signal=69%
GSE40274_CTRL_VS_FOXP3_AND_HELIOS_TRANSDUCED_ACTIVATED_CD4_TCELL_DN	GSE40274_CTRL_VS_FOXP3_AND_HELIOS_TRANSDUCED_ACTIVATED_CD4_TCELL_DN		199	0,41529724	14.187.933	0,04831933	0,08288706	0,34	15523	tags=52%, list=37%, signal=82%
GSE22886_CD4_TCELL_VS_BCELL_NAIVE_DN	GSE22886_CD4_TCELL_VS_BCELL_NAIVE_DN		196	0,42341307	1.471.316	0,034343433	0,08289259	0,289	12007	tags=44%, list=28%, signal=61%
GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_1H_UP	GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_1H_UP		188	0,43545362	1.472.074	0,03877551	0,08289428	0,289	12636	tags=49%, list=30%, signal=70%
GSE9988_LOW_LPS_VS_VEHICLE_TREATED_MONOCYTE_UP	GSE9988_LOW_LPS_VS_VEHICLE_TREATED_MONOCYTE_UP		196	0,42074138	14.564.703	0,03742204	0,08290303	0,305	14500	tags=52%, list=34%, signal=79%
GSE34515_CD16_POS_MONOCYTE_VS_DC_UP	GSE34515_CD16_POS_MONOCYTE_VS_DC_UP		200	0,43791735	14.710.802	0,030864198	0,082912505	0,289	14177	tags=53%, list=33%, signal=79%
GSE7348_LPS_VS_TOLERIZED_AND_LPS_STIM_MACROPHAGE_DN	GSE7348_LPS_VS_TOLERIZED_AND_LPS_STIM_MACROPHAGE_DN		174	0,43715492	14.494.314	0,03966597	0,08291337	0,312	13708	tags=46%, list=32%, signal=68%
GSE37534_UNTREATED_VS_GW1929_TREATED_CD4_TCELL_PPARG1_AND_FOXP3_TRASDUCED_UP	GSE37534_UNTREATED_VS_GW1929_TREATED_CD4_TCELL_PPARG1_AND_FOXP3_TRASDUCED_UP		199	0,42904198	14.494.866	0,04752066	0,082917355	0,312	10888	tags=42%, list=26%, signal=57%
GSE3982_DC_VS_NKCELL_UP	GSE3982_DC_VS_NKCELL_UP		200	0,43843952	14.721.107	0,033402923	0,08292066	0,289	16971	tags=62%, list=40%, signal=102%
GSE22611_UNSTIM_VS_6H_MDP_STIM_NOD2_TRANSDUCED_HEK293T_CELL_UP	GSE22611_UNSTIM_VS_6H_MDP_STIM_NOD2_TRANSDUCED_HEK293T_CELL_UP		196	0,4425095	14.718.564	0,031578947	0,08292397	0,289	12470	tags=45%, list=29%, signal=63%
GSE17721_CPG_VS_GARDIQUIMOD_1H_BMDC_UP	GSE17721_CPG_VS_GARDIQUIMOD_1H_BMDC_UP		200	0,43388236	14.496.582	0,04192872	0,08292862	0,31	9541	tags=38%, list=23%, signal=48%
GSE33425_CD161_HIGH_VS_INT_CD8_TCELL_DN	GSE33425_CD161_HIGH_VS_INT_CD8_TCELL_DN		200	0,4189751	1.418.842	0,049462367	0,08293066	0,34	9691	tags=38%, list=23%, signal=49%
GSE22443_IL2_VS_IL12_TREATED_ACT_CD8_TCELL_DN	GSE22443_IL2_VS_IL12_TREATED_ACT_CD8_TCELL_DN		200	0,43157628	14.565.787	0,046653144	0,08293101	0,305	13293	tags=49%, list=31%, signal=71%
GSE41867_NAIVE_VS_DAY15_LCMV_EFFECTOR_CD8_TCELL_UP	GSE41867_NAIVE_VS_DAY15_LCMV_EFFECTOR_CD8_TCELL_UP		200	0,42359856	14.565.061	0,036511157	0,082934715	0,305	15919	tags=54%, list=38%, signal=85%
GSE9316_CD4_TCELL_BALBC_VS_TH17_ENRI_CD4_TCELL_SKG_PMA_IONO_STIM_FR4NEG_DN	GSE9316_CD4_TCELL_BALBC_VS_TH17_ENRI_CD4_TCELL_SKG_PMA_IONO_STIM_FR4NEG_DN		200	0,4382477	14.719.024	0,033542976	0,08293687	0,289	12159	tags=46%, list=29%, signal=64%
GSE1791_CTRL_VS_NEUROMEDINU_IN_T_CELL_LINE_0,8H_DN	GSE1791_CTRL_VS_NEUROMEDINU_IN_T_CELL_LINE_0,8H_DN		194	0,43594715	14.709.194	0,022916667	0,082950205	0,291	12058	tags=43%, list=28%, signal=60%
GSE41978_ID2_KO_AND_BIM_KO_VS_BIM_KO_KLRG1_LOW_EFFECTOR_CD8_TCELL_DN	GSE41978_ID2_KO_AND_BIM_KO_VS_BIM_KO_KLRG1_LOW_EFFECTOR_CD8_TCELL_DN		199	0,45591438	14.722.042	0,048582997	0,08295329	0,289	14663	tags=55%, list=35%, signal=84%
GSE4984_GALECTIN1_VS_VEHICLE_CTRL_TREATED_DC_DN	GSE4984_GALECTIN1_VS_VEHICLE_CTRL_TREATED_DC_DN		199	0,43655157	1.472.272	0,047325104	0,082954645	0,289	14295	tags=52%, list=34%, signal=78%
GSE21927_UNTREATED_VS_GMCSF_IL6_TREATED_BONE_MARROW_DN	GSE21927_UNTREATED_VS_GMCSF_IL6_TREATED_BONE_MARROW_DN		185	0,42570946	14.713.248	0,01910828	0,08295504	0,289	10225	tags=37%, list=24%, signal=49%
GSE46606_IRF4HIGH_VS_WT_CD40L_IL2_IL5_DAY3_STIMULATED_BCELL_UP	GSE46606_IRF4HIGH_VS_WT_CD40L_IL2_IL5_DAY3_STIMULATED_BCELL_UP		199	0,43176	14.721.304	0,020449897	0,08297024	0,289	12919	tags=45%, list=30%, signal=65%
GSE22886_IGM_MEMORY_BCELL_VS_BM_PLASMA_CELL_UP	GSE22886_IGM_MEMORY_BCELL_VS_BM_PLASMA_CELL_UP		200	0,4256305	14.494.869	0,03950104	0,08297127	0,312	8993	tags=36%, list=21%, signal=45%
RPS14_DN,V1_DN	RPS14_DN,V1_DN		186	0,43407857	14.566.643	0,044624746	0,082971916	0,304	15052	tags=55%, list=36%, signal=86%
GSE14415_TCONV_VS_FOXP3_KO_INDUCED_TREG_DN	GSE14415_TCONV_VS_FOXP3_KO_INDUCED_TREG_DN		185	0,4036075	14.131.618	0,040339705	0,0829772	0,345	14297	tags=48%, list=34%, signal=71%
GSE3982_EOSINOPHIL_VS_DC_DN	GSE3982_EOSINOPHIL_VS_DC_DN		200	0,4216114	14.496.602	0,047325104	0,08297967	0,31	15236	tags=54%, list=36%, signal=84%
GSE34205_RSV_VS_FLU_INF_INFANT_PBMC_UP	GSE34205_RSV_VS_FLU_INF_INFANT_PBMC_UP		194	0,3974483	14.191.116	0,047717843	0,0829804	0,34	15145	tags=49%, list=36%, signal=77%
GSE14415_INDUCED_TREG_VS_FOXP3_KO_INDUCED_TREG_UP	GSE14415_INDUCED_TREG_VS_FOXP3_KO_INDUCED_TREG_UP		172	0,43703327	14.724.067	0,03877551	0,082982555	0,289	16606	tags=58%, list=39%, signal=95%
GSE14308_TH17_VS_NATURAL_TREG_DN	GSE14308_TH17_VS_NATURAL_TREG_DN		200	0,44826967	14.565.854	0,048780486	0,08298453	0,305	13293	tags=50%, list=31%, signal=72%
GSE17721_12H_VS_24H_GARDIQUIMOD_BMDC_DN	GSE17721_12H_VS_24H_GARDIQUIMOD_BMDC_DN		200	0,4338157	14.724.684	0,034836065	0,08298686	0,289	17069	tags=58%, list=40%, signal=97%
GSE17721_POLYIC_VS_PAM3CSK4_4H_BMDC_DN	GSE17721_POLYIC_VS_PAM3CSK4_4H_BMDC_DN		200	0,4446969	14.713.682	0,031578947	0,08298873	0,289	13361	tags=48%, list=32%, signal=69%
GSE14308_TH2_VS_NATURAL_TREG_UP	GSE14308_TH2_VS_NATURAL_TREG_UP		199	0,43700144	14.570.792	0,045833334	0,08299222	0,304	16428	tags=58%, list=39%, signal=94%
GSE22589_HEALTHY_VS_SIV_INFECTED_DC_DN	GSE22589_HEALTHY_VS_SIV_INFECTED_DC_DN		199	0,43753785	14.726.006	0,027253669	0,08299452	0,289	11905	tags=45%, list=28%, signal=62%
GSE13484_UNSTIM_VS_YF17D_VACCINE_STIM_PBMC_DN	GSE13484_UNSTIM_VS_YF17D_VACCINE_STIM_PBMC_DN		200	0,4284023	14.540.617	0,04310345	0,08299619	0,308	14684	tags=52%, list=35%, signal=80%
GSE21927_SPLEEN_C57BL6_VS_4T1_TUMOR_BALBC_MONOCYTES_DN	GSE21927_SPLEEN_C57BL6_VS_4T1_TUMOR_BALBC_MONOCYTES_DN		200	0,41211525	14.130.368	0,047008548	0,082997255	0,345	13504	tags=45%, list=32%, signal=65%
GSE44732_UNSTIM_VS_IL27_STIM_IMATURE_DC_UP	GSE44732_UNSTIM_VS_IL27_STIM_IMATURE_DC_UP		200	0,45991722	14.571.203	0,04742268	0,083001494	0,304	15232	tags=57%, list=36%, signal=88%
GSE43955_10H_VS_30H_ACT_CD4_TCELL_WITH_TGFB_IL6_UP	GSE43955_10H_VS_30H_ACT_CD4_TCELL_WITH_TGFB_IL6_UP		200	0,42967474	14.496.903	0,04752066	0,083002396	0,31	9226	tags=37%, list=22%, signal=46%
GSE24574_NAIVE_VS_TCONV_CD4_TCELL_DN	GSE24574_NAIVE_VS_TCONV_CD4_TCELL_DN		200	0,41555172	14.191.853	0,04831933	0,08300257	0,34	14471	tags=50%, list=34%, signal=75%
GSE23308_WT_VS_MINERALCORTICOID_REC_KO_MACROPHAGE_CORTICOSTERONE_TREATED_UP	GSE23308_WT_VS_MINERALCORTICOID_REC_KO_MACROPHAGE_CORTICOSTERONE_TREATED_UP		199	0,44365165	14.723.021	0,037190083	0,083004385	0,289	16644	tags=59%, list=39%, signal=96%
GSE14415_NATURAL_TREG_VS_FOXP3_KO_NATURAL_TREG_UP	GSE14415_NATURAL_TREG_VS_FOXP3_KO_NATURAL_TREG_UP		152	0,41115883	14.136.041	0,03941909	0,08300823	0,345	16356	tags=57%, list=39%, signal=92%
GSE41176_UNSTIM_VS_ANTI_IGM_STIM_BCELL_3H_UP	GSE41176_UNSTIM_VS_ANTI_IGM_STIM_BCELL_3H_UP		199	0,4403247	14.715.456	0,022774328	0,08301012	0,289	14426	tags=54%, list=34%, signal=81%
GSE37416_0H_VS_24H_F_TULARENSIS_LVS_NEUTROPHIL_UP	GSE37416_0H_VS_24H_F_TULARENSIS_LVS_NEUTROPHIL_UP		196	0,43516955	1.472.525	0,035564855	0,08301056	0,289	14612	tags=54%, list=34%, signal=81%
GSE46606_DAY1_VS_DAY3_CD40L_IL2_IL5_STIMULATED_IRF4HIGH_BCELL_UP	GSE46606_DAY1_VS_DAY3_CD40L_IL2_IL5_STIMULATED_IRF4HIGH_BCELL_UP		200	0,42418775	14.216.172	0,05	0,08301497	0,339	13159	tags=45%, list=31%, signal=65%
GSE13485_CTRL_VS_DAY3_YF17D_VACCINE_PBMC_UP	GSE13485_CTRL_VS_DAY3_YF17D_VACCINE_PBMC_UP		190	0,4196049	14.566.782	0,017021276	0,08301507	0,304	10987	tags=41%, list=26%, signal=54%
GSE17974_0H_VS_2H_IN_VITRO_ACT_CD4_TCELL_DN	GSE17974_0H_VS_2H_IN_VITRO_ACT_CD4_TCELL_DN		199	0,4207656	1.454.104	0,023157895	0,083017744	0,307	10277	tags=41%, list=24%, signal=54%
GSE14415_NATURAL_TREG_VS_FOXP3_KO_NATURAL_TREG_DN	GSE14415_NATURAL_TREG_VS_FOXP3_KO_NATURAL_TREG_DN		164	0,41908985	14.136.691	0,03305785	0,08303078	0,345	14104	tags=51%, list=33%, signal=76%
GSE5679_CTRL_VS_PPARG_LIGAND_ROSIGLITAZONE_TREATED_DC_DN	GSE5679_CTRL_VS_PPARG_LIGAND_ROSIGLITAZONE_TREATED_DC_DN		200	0,45204097	14.714.011	0,037037037	0,08303126	0,289	12301	tags=47%, list=29%, signal=66%
GSE12003_4D_VS_8D_CULTURE_MIR223_KO_BM_PROGENITOR_DN	GSE12003_4D_VS_8D_CULTURE_MIR223_KO_BM_PROGENITOR_DN		168	0,4552553	14.539.627	0,035343036	0,083034255	0,308	15117	tags=58%, list=36%, signal=89%
GSE7852_TREG_VS_TCONV_FAT_UP	GSE7852_TREG_VS_TCONV_FAT_UP		200	0,4368022	14.567.225	0,03877551	0,08303646	0,304	16216	tags=56%, list=38%, signal=90%
GSE17721_LPS_VS_GARDIQUIMOD_1H_BMDC_UP	GSE17721_LPS_VS_GARDIQUIMOD_1H_BMDC_UP		200	0,43485722	14.728.981	0,035196688	0,08303767	0,289	13874	tags=51%, list=33%, signal=75%
GSE5589_WT_VS_IL10_KO_LPS_AND_IL10_STIM_MACROPHAGE_45MIN_UP	GSE5589_WT_VS_IL10_KO_LPS_AND_IL10_STIM_MACROPHAGE_45MIN_UP		200	0,44253126	14.497.125	0,046511628	0,083037876	0,31	15220	tags=57%, list=36%, signal=89%
GSE22886_NAIVE_CD4_TCELL_VS_DC_DN	GSE22886_NAIVE_CD4_TCELL_VS_DC_DN		200	0,4282996	14.726.279	0,029045643	0,08303965	0,289	12266	tags=45%, list=29%, signal=62%
GSE23502_BM_VS_COLON_TUMOR_HDC_KO_MYELOID_DERIVED_SUPPRESSOR_CELL_UP	GSE23502_BM_VS_COLON_TUMOR_HDC_KO_MYELOID_DERIVED_SUPPRESSOR_CELL_UP		199	0,43217754	14.679.487	0,03125	0,08304433	0,296	17914	tags=63%, list=42%, signal=109%
SIRNA_EIF4GI_DN	SIRNA_EIF4GI_DN		98	0,42695537	14.210.434	0,035564855	0,08304922	0,339	9709	tags=35%, list=23%, signal=45%
GSE4748_CTRL_VS_CYANOBACTERIUM_LPSLIKE_STIM_DC_3H_DN	GSE4748_CTRL_VS_CYANOBACTERIUM_LPSLIKE_STIM_DC_3H_DN		200	0,40906626	14.202.205	0,048728812	0,08305006	0,339	14349	tags=49%, list=34%, signal=73%
GSE41867_NAIVE_VS_DAY8_LCMV_ARMSTRONG_EFFECTOR_CD8_TCELL_UP	GSE41867_NAIVE_VS_DAY8_LCMV_ARMSTRONG_EFFECTOR_CD8_TCELL_UP		200	0,42521086	14.715.749	0,033333335	0,08305086	0,289	17089	tags=56%, list=40%, signal=93%
GSE18281_PERIMEDULLARY_CORTICAL_REGION_VS_WHOLE_MEDULLA_THYMUS_DN	GSE18281_PERIMEDULLARY_CORTICAL_REGION_VS_WHOLE_MEDULLA_THYMUS_DN		197	0,407971	14.138.769	0,04742268	0,083051614	0,345	11512	tags=40%, list=27%, signal=55%
GSE5589_WT_VS_IL10_KO_LPS_AND_IL10_STIM_MACROPHAGE_45MIN_DN	GSE5589_WT_VS_IL10_KO_LPS_AND_IL10_STIM_MACROPHAGE_45MIN_DN		200	0,45056096	14.551.283	0,044680852	0,08305266	0,306	17200	tags=63%, list=41%, signal=105%
GSE39110_DAY3_VS_DAY6_POST_IMMUNIZATION_CD8_TCELL_UP	GSE39110_DAY3_VS_DAY6_POST_IMMUNIZATION_CD8_TCELL_UP		200	0,4397294	14.793.369	0,028747434	0,083060384	0,282	12580	tags=48%, list=30%, signal=68%
GSE27786_BCELL_VS_NKCELL_DN	GSE27786_BCELL_VS_NKCELL_DN		200	0,44231543	1.472.939	0,036511157	0,0830625	0,288	14409	tags=52%, list=34%, signal=78%
GSE42724_MEMORY_BCELL_VS_PLASMABLAST_DN	GSE42724_MEMORY_BCELL_VS_PLASMABLAST_DN		200	0,43806422	14.791.158	0,023012552	0,08306403	0,282	13834	tags=49%, list=33%, signal=72%
GSE22342_CD11C_HIGH_VS_LOW_DECIDUAL_MACROPHAGES_UP	GSE22342_CD11C_HIGH_VS_LOW_DECIDUAL_MACROPHAGES_UP		198	0,43131813	14.515.396	0,029350106	0,08306606	0,308	15952	tags=56%, list=38%, signal=89%
GSE6259_33D1_POS_DC_VS_BCELL_UP	GSE6259_33D1_POS_DC_VS_BCELL_UP		155	0,42149225	1.412.899	0,04338843	0,08307172	0,345	11705	tags=44%, list=28%, signal=60%
GSE17721_0,5H_VS_24H_GARDIQUIMOD_BMDC_DN	GSE17721_0,5H_VS_24H_GARDIQUIMOD_BMDC_DN		200	0,4387683	14.726.629	0,020746889	0,083073206	0,289	14400	tags=50%, list=34%, signal=75%
