NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE
GSE18804_BRAIN_VS_COLON_TUMORAL_MACROPHAGE_UP	GSE18804_BRAIN_VS_COLON_TUMORAL_MACROPHAGE_UP		194	-0,43009377	-13.872.607	0,046511628	0,11485393	0,386	10249	tags=40%, list=24%, signal=53%
GSE25088_WT_VS_STAT6_KO_MACROPHAGE_DN	GSE25088_WT_VS_STAT6_KO_MACROPHAGE_DN		198	-0,42743754	-13.882.915	0,040145986	0,11485882	0,385	16178	tags=59%, list=38%, signal=94%
GSE9960_GRAM_NEG_VS_GRAM_POS_SEPSIS_PBMC_UP	GSE9960_GRAM_NEG_VS_GRAM_POS_SEPSIS_PBMC_UP		198	-0,43324384	-13.878.677	0,048648648	0,11486839	0,385	14353	tags=49%, list=34%, signal=74%
GSE35543_IN_VIVO_NTREG_VS_IN_VITRO_ITREG_DN	GSE35543_IN_VIVO_NTREG_VS_IN_VITRO_ITREG_DN		190	-0,42987588	-1.387.756	0,04990758	0,114874385	0,386	11427	tags=43%, list=27%, signal=59%
GSE360_DC_VS_MAC_L_DONOVANI_DN	GSE360_DC_VS_MAC_L_DONOVANI_DN		200	-0,42916763	-14.009.567	0,04278075	0,11490828	0,378	10847	tags=41%, list=26%, signal=55%
GSE16385_MONOCYTE_VS_MACROPHAGE_UP	GSE16385_MONOCYTE_VS_MACROPHAGE_UP		200	-0,4308364	-13.900.464	0,04778761	0,11492581	0,385	11903	tags=45%, list=28%, signal=62%
GSE18281_CORTICAL_VS_MEDULLARY_THYMOCYTE_DN	GSE18281_CORTICAL_VS_MEDULLARY_THYMOCYTE_DN		197	-0,4080178	-13.880.132	0,049822062	0,114944994	0,385	10687	tags=39%, list=25%, signal=51%
GSE29618_MONOCYTE_VS_MDC_UP	GSE29618_MONOCYTE_VS_MDC_UP		199	-0,4342457	-14.010.227	0,045126352	0,11496734	0,378	12581	tags=45%, list=30%, signal=64%
GSE2585_CD80_HIGH_VS_LOW_MTEC_UP	GSE2585_CD80_HIGH_VS_LOW_MTEC_UP		200	-0,42161885	-13.995.235	0,04195804	0,11497451	0,38	13154	tags=46%, list=31%, signal=66%
GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_12H_ACT_CD4_TCELL_DN	GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_12H_ACT_CD4_TCELL_DN		191	-0,43068475	-13.893.443	0,042105265	0,11501339	0,385	11753	tags=41%, list=28%, signal=57%
GSE2706_R848_VS_LPS_2H_STIM_DC_DN	GSE2706_R848_VS_LPS_2H_STIM_DC_DN		187	-0,42757913	-14.013.839	0,045045044	0,115017466	0,378	15008	tags=52%, list=35%, signal=80%
GSE22432_PDC_VS_TGFB1_TREATEDCOMMON_DC_PROGENITOR_UP	GSE22432_PDC_VS_TGFB1_TREATEDCOMMON_DC_PROGENITOR_UP		199	-0,43249813	-14.014.045	0,034671534	0,11505905	0,378	13011	tags=45%, list=31%, signal=65%
GSE3982_NEUTROPHIL_VS_EFF_MEMORY_CD4_TCELL_UP	GSE3982_NEUTROPHIL_VS_EFF_MEMORY_CD4_TCELL_UP		199	-0,4479342	-14.010.626	0,049056605	0,115061894	0,378	17649	tags=64%, list=42%, signal=110%
GSE24081_CONTROLLER_VS_PROGRESSOR_HIV_SPECIFIC_CD8_TCELL_UP	GSE24081_CONTROLLER_VS_PROGRESSOR_HIV_SPECIFIC_CD8_TCELL_UP		198	-0,4306222	-14.015.014	0,048913043	0,11507623	0,378	11972	tags=43%, list=28%, signal=60%
GSE5455_HEALTHY_VS_TUMOR_BEARING_MOUSE_SPLEEN_MONOCYTE_24H_INCUBATION_DN	GSE5455_HEALTHY_VS_TUMOR_BEARING_MOUSE_SPLEEN_MONOCYTE_24H_INCUBATION_DN		198	-0,4403035	-14.014.403	0,035971224	0,11508328	0,378	14704	tags=53%, list=35%, signal=81%
GSE3203_WT_VS_IFNAR1_KO_INFLUENZA_INFECTED_LN_BCELL_UP	GSE3203_WT_VS_IFNAR1_KO_INFLUENZA_INFECTED_LN_BCELL_UP		200	-0,43346074	-14.039.192	0,04918033	0,11510013	0,377	11630	tags=41%, list=27%, signal=56%
GSE37301_COMMON_LYMPHOID_PROGENITOR_VS_GRAN_MONO_PROGENITOR_DN	GSE37301_COMMON_LYMPHOID_PROGENITOR_VS_GRAN_MONO_PROGENITOR_DN		197	-0,4283265	-1.404	0,04379562	0,11512426	0,377	11763	tags=43%, list=28%, signal=59%
HALLMARK_IL6_JAK_STAT3_SIGNALING	HALLMARK_IL6_JAK_STAT3_SIGNALING		87	-0,4475024	-14.015.676	0,036036037	0,115146436	0,378	9119	tags=34%, list=22%, signal=44%
GSE369_PRE_VS_POST_IL6_INJECTION_SOCS3_KO_LIVER_UP	GSE369_PRE_VS_POST_IL6_INJECTION_SOCS3_KO_LIVER_UP		199	-0,42446598	-14.044.874	0,03533569	0,11516313	0,377	10452	tags=36%, list=25%, signal=47%
GSE43955_TH0_VS_TGFB_IL6_IL23_TH17_ACT_CD4_TCELL_52H_UP	GSE43955_TH0_VS_TGFB_IL6_IL23_TH17_ACT_CD4_TCELL_52H_UP		200	-0,4367357	-14.041.302	0,049001817	0,11517575	0,377	14864	tags=50%, list=35%, signal=76%
GSE21380_NON_TFH_VS_TFH_CD4_TCELL_UP	GSE21380_NON_TFH_VS_TFH_CD4_TCELL_UP		200	-0,4461979	-14.023.842	0,04638219	0,115186095	0,377	12776	tags=47%, list=30%, signal=66%
GSE7460_CD8_TCELL_VS_CD4_TCELL_ACT_DN	GSE7460_CD8_TCELL_VS_CD4_TCELL_ACT_DN		200	-0,44080272	-14.027.219	0,05	0,11518855	0,377	13984	tags=49%, list=33%, signal=73%
GSE17721_POLYIC_VS_GARDIQUIMOD_8H_BMDC_DN	GSE17721_POLYIC_VS_GARDIQUIMOD_8H_BMDC_DN		200	-0,43950704	-1.404.006	0,05	0,11519451	0,377	14066	tags=48%, list=33%, signal=71%
CAHOY_ASTROCYTIC	CAHOY_ASTROCYTIC		100	-0,46188483	-14.022.683	0,05	0,11519952	0,377	7394	tags=37%, list=17%, signal=45%
HALLMARK_SPERMATOGENESIS	HALLMARK_SPERMATOGENESIS		135	-0,4438859	-14.043.769	0,03197158	0,11524972	0,377	13337	tags=50%, list=31%, signal=72%
GSE40274_CTRL_VS_FOXP3_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	GSE40274_CTRL_VS_FOXP3_TRANSDUCED_ACTIVATED_CD4_TCELL_UP		200	-0,43466982	-14.045.386	0,044326242	0,1153219	0,377	14828	tags=52%, list=35%, signal=79%
GSE36888_UNTREATED_VS_IL2_TREATED_TCELL_6H_DN	GSE36888_UNTREATED_VS_IL2_TREATED_TCELL_6H_DN		199	-0,43365973	-1.385.556	0,043782838	0,11534972	0,388	14458	tags=48%, list=34%, signal=73%
GSE19923_E2A_KO_VS_HEB_AND_E2A_KO_DP_THYMOCYTE_DN	GSE19923_E2A_KO_VS_HEB_AND_E2A_KO_DP_THYMOCYTE_DN		189	-0,42524263	-14.045.422	0,04770318	0,115393534	0,377	16088	tags=58%, list=38%, signal=93%
GSE45365_HEALTHY_VS_MCMV_INFECTION_BCELL_IFNAR_KO_UP	GSE45365_HEALTHY_VS_MCMV_INFECTION_BCELL_IFNAR_KO_UP		200	-0,4359051	-14.029.998	0,04464286	0,115420416	0,377	12816	tags=45%, list=30%, signal=63%
GSE22432_MULTIPOTENT_VS_COMMON_DC_PROGENITOR_UP	GSE22432_MULTIPOTENT_VS_COMMON_DC_PROGENITOR_UP		199	-0,4442064	-14.045.708	0,046678636	0,11543921	0,377	13294	tags=50%, list=31%, signal=72%
GSE18893_TCONV_VS_TREG_24H_TNF_STIM_UP	GSE18893_TCONV_VS_TREG_24H_TNF_STIM_UP		200	-0,43337935	-14.031.638	0,04409171	0,11544359	0,377	14924	tags=51%, list=35%, signal=78%
GSE42088_UNINF_VS_LEISHMANIA_INF_DC_24H_DN	GSE42088_UNINF_VS_LEISHMANIA_INF_DC_24H_DN		199	-0,43713215	-14.032.329	0,032608695	0,11558017	0,377	14230	tags=50%, list=34%, signal=75%
GSE46606_IRF4HIGH_VS_WT_CD40L_IL2_IL5_DAY3_STIMULATED_BCELL_UP	GSE46606_IRF4HIGH_VS_WT_CD40L_IL2_IL5_DAY3_STIMULATED_BCELL_UP		199	-0,44084927	-1.404.831	0,049001817	0,11563319	0,376	15152	tags=53%, list=36%, signal=82%
GSE29617_CTRL_VS_DAY7_TIV_FLU_VACCINE_PBMC_2008_DN	GSE29617_CTRL_VS_DAY7_TIV_FLU_VACCINE_PBMC_2008_DN		194	-0,42077574	-13.826.176	0,044014085	0,1156417	0,391	15670	tags=52%, list=37%, signal=82%
GSE37532_TREG_VS_TCONV_CD4_TCELL_FROM_VISCERAL_ADIPOSE_TISSUE_DN	GSE37532_TREG_VS_TCONV_CD4_TCELL_FROM_VISCERAL_ADIPOSE_TISSUE_DN		169	-0,4301992	-1.382.655	0,048042703	0,115648165	0,391	11403	tags=40%, list=27%, signal=55%
GSE37533_PPARG1_FOXP3_VS_PPARG2_FOXP3_TRANSDUCED_CD4_TCELL_PIOGLITAZONE_TREATED_UP	GSE37533_PPARG1_FOXP3_VS_PPARG2_FOXP3_TRANSDUCED_CD4_TCELL_PIOGLITAZONE_TREATED_UP		196	-0,44228908	-14.050.033	0,04945055	0,11569199	0,375	15549	tags=55%, list=37%, signal=87%
GSE43863_NAIVE_VS_LY6C_INT_CXCR5POS_CD4_EFF_TCELL_D6_LCMV_UP	GSE43863_NAIVE_VS_LY6C_INT_CXCR5POS_CD4_EFF_TCELL_D6_LCMV_UP		197	-0,4340319	-14.050.461	0,045936394	0,115707584	0,375	10041	tags=38%, list=24%, signal=49%
GSE38697_LIGHT_ZONE_VS_DARK_ZONE_BCELL_DN	GSE38697_LIGHT_ZONE_VS_DARK_ZONE_BCELL_DN		130	-0,44248083	-14.048.531	0,04379562	0,11575592	0,376	14249	tags=48%, list=34%, signal=73%
GSE17974_0,5H_VS_72H_UNTREATED_IN_VITRO_CD4_TCELL_DN	GSE17974_0,5H_VS_72H_UNTREATED_IN_VITRO_CD4_TCELL_DN		199	-0,43832973	-14.048.659	0,047445256	0,11581309	0,376	12332	tags=44%, list=29%, signal=61%
GSE12845_IGD_NEG_BLOOD_VS_NAIVE_TONSIL_BCELL_UP	GSE12845_IGD_NEG_BLOOD_VS_NAIVE_TONSIL_BCELL_UP		198	-0,42036888	-1.361.703	0,049122807	0,11583852	0,405	16501	tags=54%, list=39%, signal=88%
GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_4H_CD4_TCELL_UP	GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_4H_CD4_TCELL_UP		194	-0,44259432	-14.057.193	0,049270075	0,115867764	0,372	12121	tags=44%, list=29%, signal=61%
GSE32901_TH1_VS_TH17_NEG_CD4_TCELL_DN	GSE32901_TH1_VS_TH17_NEG_CD4_TCELL_DN		124	-0,42698494	-13.757.377	0,039076377	0,11588373	0,394	9875	tags=37%, list=23%, signal=48%
GSE24574_BCL6_HIGH_TFH_VS_NAIVE_CD4_TCELL_DN	GSE24574_BCL6_HIGH_TFH_VS_NAIVE_CD4_TCELL_DN		200	-0,4356403	-14.054.828	0,042592593	0,11590362	0,373	13220	tags=47%, list=31%, signal=67%
GSE30962_PRIMARY_VS_SECONDARY_CHRONIC_LCMV_INF_CD8_TCELL_UP	GSE30962_PRIMARY_VS_SECONDARY_CHRONIC_LCMV_INF_CD8_TCELL_UP		198	-0,4271604	-13.832.018	0,047285464	0,11590566	0,39	16523	tags=53%, list=39%, signal=87%
GSE10325_BCELL_VS_LUPUS_BCELL_DN	GSE10325_BCELL_VS_LUPUS_BCELL_DN		200	-0,4288517	-13.699.102	0,049557522	0,115907565	0,397	14911	tags=50%, list=35%, signal=77%
GSE17721_CTRL_VS_LPS_8H_BMDC_UP	GSE17721_CTRL_VS_LPS_8H_BMDC_UP		200	-0,43712157	-14.057.194	0,04293381	0,11594554	0,372	14159	tags=48%, list=33%, signal=71%
GSE23321_CENTRAL_MEMORY_VS_NAIVE_CD8_TCELL_UP	GSE23321_CENTRAL_MEMORY_VS_NAIVE_CD8_TCELL_UP		199	-0,42977926	-13.839.747	0,05	0,11594782	0,39	13795	tags=48%, list=33%, signal=70%
GSE6259_FLT3L_INDUCED_VS_WT_SPLENIC_DC_33D1_POS_UP	GSE6259_FLT3L_INDUCED_VS_WT_SPLENIC_DC_33D1_POS_UP		180	-0,4397961	-1.405.525	0,043071162	0,116000056	0,373	13156	tags=47%, list=31%, signal=68%
GSE39110_UNTREATED_VS_IL2_TREATED_CD8_TCELL_DAY6_POST_IMMUNIZATION_UP	GSE39110_UNTREATED_VS_IL2_TREATED_CD8_TCELL_DAY6_POST_IMMUNIZATION_UP		200	-0,4407042	-1.405.175	0,030852994	0,11600888	0,375	9583	tags=38%, list=23%, signal=48%
GSE20366_EX_VIVO_VS_HOMEOSTATIC_CONVERSION_NAIVE_CD4_TCELL_UP	GSE20366_EX_VIVO_VS_HOMEOSTATIC_CONVERSION_NAIVE_CD4_TCELL_UP		200	-0,4455372	-14.057.254	0,044444446	0,11601231	0,372	9390	tags=37%, list=22%, signal=47%
GSE45365_HEALTHY_VS_MCMV_INFECTION_CD8_TCELL_IFNAR_KO_UP	GSE45365_HEALTHY_VS_MCMV_INFECTION_CD8_TCELL_IFNAR_KO_UP		192	-0,43156204	-13.803.023	0,045454547	0,116028674	0,391	13864	tags=51%, list=33%, signal=75%
GSE4984_UNTREATED_VS_LPS_TREATED_DC_DN	GSE4984_UNTREATED_VS_LPS_TREATED_DC_DN		174	-0,43219006	-14.057.776	0,042857144	0,116091594	0,372	14828	tags=52%, list=35%, signal=79%
GSE9946_MATURE_STIMULATORY_VS_PROSTAGLANDINE2_TREATED_MATURE_DC_UP	GSE9946_MATURE_STIMULATORY_VS_PROSTAGLANDINE2_TREATED_MATURE_DC_UP		135	-0,44915032	-14.062.328	0,043636363	0,116104916	0,371	8789	tags=36%, list=21%, signal=46%
GSE43955_10H_VS_30H_ACT_CD4_TCELL_WITH_TGFB_IL6_UP	GSE43955_10H_VS_30H_ACT_CD4_TCELL_WITH_TGFB_IL6_UP		200	-0,4324661	-14.072.367	0,04963235	0,11613856	0,37	10433	tags=41%, list=25%, signal=53%
GSE9988_LOW_LPS_VS_VEHICLE_TREATED_MONOCYTE_UP	GSE9988_LOW_LPS_VS_VEHICLE_TREATED_MONOCYTE_UP		196	-0,42620814	-13.734.187	0,047038328	0,11613889	0,395	10385	tags=39%, list=25%, signal=51%
GSE45365_WT_VS_IFNAR_KO_CD8A_DC_MCMV_INFECTION_DN	GSE45365_WT_VS_IFNAR_KO_CD8A_DC_MCMV_INFECTION_DN		193	-0,43137363	-14.073.417	0,039855074	0,11614426	0,37	11067	tags=40%, list=26%, signal=54%
GSE43955_TH0_VS_TGFB_IL6_TH17_ACT_CD4_TCELL_10H_UP	GSE43955_TH0_VS_TGFB_IL6_TH17_ACT_CD4_TCELL_10H_UP		200	-0,4278964	-14.068.892	0,04903678	0,116221696	0,37	13050	tags=47%, list=31%, signal=68%
GSE25088_IL4_VS_IL4_AND_ROSIGLITAZONE_STIM_STAT6_KO_MACROPHAGE_DAY10_DN	GSE25088_IL4_VS_IL4_AND_ROSIGLITAZONE_STIM_STAT6_KO_MACROPHAGE_DAY10_DN		197	-0,4330499	-14.073.678	0,035714287	0,1162675	0,37	15296	tags=51%, list=36%, signal=80%
GSE14308_TH1_VS_TH17_UP	GSE14308_TH1_VS_TH17_UP		200	-0,44135976	-1.406.368	0,049242426	0,116308086	0,371	15066	tags=50%, list=36%, signal=76%
GSE360_L_MAJOR_VS_T_GONDII_MAC_UP	GSE360_L_MAJOR_VS_T_GONDII_MAC_UP		197	-0,42795023	-14.073.834	0,044483986	0,11640396	0,37	16787	tags=58%, list=40%, signal=95%
GSE35825_UNTREATED_VS_IFNG_STIM_MACROPHAGE_UP	GSE35825_UNTREATED_VS_IFNG_STIM_MACROPHAGE_UP		200	-0,43622646	-14.102.821	0,03642987	0,11647799	0,37	11031	tags=43%, list=26%, signal=57%
GSE28783_ANTI_MIR33_VS_UNTREATED_ATHEROSCLEROSIS_MACROPHAGE_UP	GSE28783_ANTI_MIR33_VS_UNTREATED_ATHEROSCLEROSIS_MACROPHAGE_UP		199	-0,43638468	-140.742	0,048824593	0,116518825	0,37	16461	tags=56%, list=39%, signal=92%
PRC2_SUZ12_UP,V1_DN	PRC2_SUZ12_UP,V1_DN		191	-0,44138494	-14.075.683	0,037433155	0,11656006	0,37	15259	tags=54%, list=36%, signal=84%
GSE19512_NAUTRAL_VS_INDUCED_TREG_DN	GSE19512_NAUTRAL_VS_INDUCED_TREG_DN		200	-0,4485708	-14.109.519	0,03642987	0,11656708	0,37	12990	tags=47%, list=31%, signal=67%
GSE20500_RETINOIC_ACID_VS_RARA_ANTAGONIST_TREATED_CD4_TCELL_UP	GSE20500_RETINOIC_ACID_VS_RARA_ANTAGONIST_TREATED_CD4_TCELL_UP		198	-0,43148008	-14.107.633	0,04634581	0,11657692	0,37	13745	tags=50%, list=32%, signal=74%
GSE37301_CD4_TCELL_VS_GRANULOCYTE_MONOCYTE_PROGENITOR_DN	GSE37301_CD4_TCELL_VS_GRANULOCYTE_MONOCYTE_PROGENITOR_DN		180	-0,44057643	-14.074.308	0,048327137	0,11658019	0,37	15351	tags=54%, list=36%, signal=85%
GSE43956_WT_VS_SGK1_KO_TH17_DIFFERENTIATED_CD4_TCELL_UP	GSE43956_WT_VS_SGK1_KO_TH17_DIFFERENTIATED_CD4_TCELL_UP		200	-0,43852606	-14.084.004	0,045207955	0,11661412	0,37	12926	tags=45%, list=31%, signal=64%
GSE45365_NK_CELL_VS_BCELL_UP	GSE45365_NK_CELL_VS_BCELL_UP		198	-0,44383597	-14.081.115	0,042671613	0,11662544	0,37	15759	tags=56%, list=37%, signal=89%
GSE360_L_MAJOR_VS_T_GONDII_DC_UP	GSE360_L_MAJOR_VS_T_GONDII_DC_UP		198	-0,4398102	-14.110.979	0,02972028	0,11663071	0,369	12338	tags=45%, list=29%, signal=64%
GSE7219_UNSTIM_VS_LPS_AND_ANTI_CD40_STIM_DC_DN	GSE7219_UNSTIM_VS_LPS_AND_ANTI_CD40_STIM_DC_DN		174	-0,44430897	-14.107.786	0,04710145	0,11663766	0,37	15595	tags=52%, list=37%, signal=82%
GSE14413_UNSTIM_VS_IFNB_STIM_L929_CELLS_UP	GSE14413_UNSTIM_VS_IFNB_STIM_L929_CELLS_UP		125	-0,44533423	-14.081.475	0,04107143	0,116666056	0,37	15244	tags=55%, list=36%, signal=86%
GSE22601_DOUBLE_POSITIVE_VS_CD4_SINGLE_POSITIVE_THYMOCYTE_DN	GSE22601_DOUBLE_POSITIVE_VS_CD4_SINGLE_POSITIVE_THYMOCYTE_DN		200	-0,43903357	-14.111.894	0,018552875	0,11666988	0,369	14825	tags=50%, list=35%, signal=77%
GSE17186_MEMORY_VS_NAIVE_BCELL_UP	GSE17186_MEMORY_VS_NAIVE_BCELL_UP		200	-0,44104874	-14.084.659	0,05	0,116697945	0,37	13810	tags=49%, list=33%, signal=72%
GSE14350_IL2RB_KO_VS_WT_TREG_DN	GSE14350_IL2RB_KO_VS_WT_TREG_DN		200	-0,44411013	-14.085.929	0,048214287	0,11676317	0,37	15766	tags=51%, list=37%, signal=80%
GSE25085_FETAL_LIVER_VS_FETAL_BM_SP4_THYMIC_IMPLANT_UP	GSE25085_FETAL_LIVER_VS_FETAL_BM_SP4_THYMIC_IMPLANT_UP		200	-0,43824264	-14.091.911	0,04553734	0,11677136	0,37	12447	tags=43%, list=29%, signal=61%
GSE22935_UNSTIM_VS_24H_MBOVIS_BCG_STIM_MYD88_KO_MACROPHAGE_DN	GSE22935_UNSTIM_VS_24H_MBOVIS_BCG_STIM_MYD88_KO_MACROPHAGE_DN		200	-0,45028448	-14.090.428	0,03538175	0,11681017	0,37	13733	tags=51%, list=32%, signal=74%
GSE27786_BCELL_VS_NKCELL_UP	GSE27786_BCELL_VS_NKCELL_UP		200	-0,44112903	-14.086.114	0,04553734	0,11682412	0,37	13020	tags=49%, list=31%, signal=70%
GSE37301_HEMATOPOIETIC_STEM_CELL_VS_MULTIPOTENT_PROGENITOR_UP	GSE37301_HEMATOPOIETIC_STEM_CELL_VS_MULTIPOTENT_PROGENITOR_UP		200	-0,4399322	-14.099.519	0,045289855	0,11683551	0,37	13378	tags=48%, list=32%, signal=69%
GSE15930_STIM_VS_STIM_AND_IFNAB_48H_CD8_T_CELL_DN	GSE15930_STIM_VS_STIM_AND_IFNAB_48H_CD8_T_CELL_DN		200	-0,43934923	-14.078.914	0,04634581	0,11683783	0,37	13482	tags=49%, list=32%, signal=71%
GSE11924_TH1_VS_TH17_CD4_TCELL_DN	GSE11924_TH1_VS_TH17_CD4_TCELL_DN		199	-0,43981174	-14.098.592	0,039215688	0,1168976	0,37	13013	tags=48%, list=31%, signal=69%
GSE5099_MONOCYTE_VS_CLASSICAL_M1_MACROPHAGE_DN	GSE5099_MONOCYTE_VS_CLASSICAL_M1_MACROPHAGE_DN		200	-0,43617246	-14.094.424	0,045454547	0,116902724	0,37	12556	tags=43%, list=30%, signal=60%
GSE13485_DAY7_VS_DAY21_YF17D_VACCINE_PBMC_DN	GSE13485_DAY7_VS_DAY21_YF17D_VACCINE_PBMC_DN		192	-0,42665052	-14.088.397	0,03527337	0,11692362	0,37	13513	tags=44%, list=32%, signal=65%
GSE9316_CD4_TCELL_BALBC_VS_TH17_ENRI_CD4_TCELL_SKG_PMA_IONO_STIM_FR4NEG_UP	GSE9316_CD4_TCELL_BALBC_VS_TH17_ENRI_CD4_TCELL_SKG_PMA_IONO_STIM_FR4NEG_UP		200	-0,42564523	-14.097.286	0,037300177	0,1169249	0,37	13964	tags=48%, list=33%, signal=71%
GSE20727_CTRL_VS_ROS_INHIBITOR_TREATED_DC_UP	GSE20727_CTRL_VS_ROS_INHIBITOR_TREATED_DC_UP		198	-0,43964216	-14.116.633	0,041516244	0,116925	0,369	12748	tags=45%, list=30%, signal=64%
